"transection_cost","date","invoice_no","customer","no_of_products","weekend_orders","string_agg"
"19.40","2010-04-09","504095",-1,"5",0,"Friday"
"237.80","2010-04-09","504096",-1,"11",0,"Friday"
"392.62","2010-04-09","504097",12613,"24",0,"Friday"
"365.59","2010-04-09","504098",15331,"24",0,"Friday"
"322.00","2010-04-09","504099",12931,"2",0,"Friday"
"1326.30","2010-04-09","504100",13802,"52",0,"Friday"
"271.60","2010-04-09","504101",16103,"8",0,"Friday"
"50.80","2010-04-09","504102",13802,"1",0,"Friday"
"222.49","2010-04-09","504103",-1,"18",0,"Friday"
"394.49","2010-04-09","504104",-1,"19",0,"Friday"
"26.17","2010-04-09","504105",-1,"3",0,"Friday"
"201.66","2010-04-09","504106",-1,"23",0,"Friday"
"151.21","2010-04-09","504107",-1,"12",0,"Friday"
"99.96","2010-04-09","504108",-1,"10",0,"Friday"
"175.52","2010-04-09","504109",-1,"17",0,"Friday"
"147.73","2010-04-09","504110",-1,"13",0,"Friday"
"104.71","2010-04-09","504111",-1,"9",0,"Friday"
"1.25","2010-04-09","504112",-1,"1",0,"Friday"
"71.32","2010-04-09","504113",-1,"12",0,"Friday"
"106.89","2010-04-09","504114",-1,"11",0,"Friday"
"144.59","2010-04-09","504115",-1,"11",0,"Friday"
"76.50","2010-04-09","504116",14441,"1",0,"Friday"
"298.44","2010-04-09","504117",15326,"24",0,"Friday"
"228.93","2010-04-09","504118",15898,"32",0,"Friday"
"375.27","2010-04-09","504119",17609,"85",0,"Friday"
"270.44","2010-04-09","504120",15889,"52",0,"Friday"
"158.28","2010-04-11","504121",16104,"22",1,"Sunday"
"776.29","2010-04-11","504122",12916,"46",1,"Sunday"
"168.90","2010-04-11","504123",17314,"7",1,"Sunday"
"457.55","2010-04-11","504125",12500,"9",1,"Sunday"
"326.95","2010-04-11","504126",13854,"6",1,"Sunday"
"30.60","2010-04-11","504127",13854,"1",1,"Sunday"
"175.38","2010-04-11","504128",16742,"14",1,"Sunday"
"728.80","2010-04-11","504130",13520,"25",1,"Sunday"
"312.20","2010-04-11","504131",15015,"19",1,"Sunday"
"1262.88","2010-04-11","504132",17133,"3",1,"Sunday"
"199.20","2010-04-11","504133",15489,"7",1,"Sunday"
"111.90","2010-04-11","504134",17734,"8",1,"Sunday"
"1057.36","2010-04-11","504135",16276,"12",1,"Sunday"
"384.27","2010-04-11","504136",13799,"5",1,"Sunday"
"1149.58","2010-04-11","504137",17920,"31",1,"Sunday"
"177.60","2010-04-11","504138",14275,"5",1,"Sunday"
"707.78","2010-04-11","504139",17769,"90",1,"Sunday"
"856.23","2010-04-11","504140",16814,"86",1,"Sunday"
"320.25","2010-04-11","504141",16466,"30",1,"Sunday"
"177.98","2010-04-11","504142",13259,"47",1,"Sunday"
"171.58","2010-04-11","504143",17113,"10",1,"Sunday"
"116.65","2010-04-11","504144",17372,"19",1,"Sunday"
"549.51","2010-04-11","504145",13786,"48",1,"Sunday"
"2969.60","2010-04-11","504146",12481,"50",1,"Sunday"
"684.96","2010-04-11","504147",17675,"14",1,"Sunday"
"86.10","2010-04-11","504148",13180,"4",1,"Sunday"
"164.92","2010-04-11","504149",17608,"59",1,"Sunday"
"612.81","2010-04-11","504150",16700,"35",1,"Sunday"
"292.34","2010-04-11","504151",14011,"22",1,"Sunday"
"335.00","2010-04-11","504152",17838,"15",1,"Sunday"
"115.78","2010-04-11","504153",17068,"24",1,"Sunday"
"458.79","2010-04-11","504154",15443,"47",1,"Sunday"
"525.12","2010-04-11","504155",17858,"19",1,"Sunday"
"113.45","2010-04-11","504156",16372,"22",1,"Sunday"
"351.96","2010-04-11","504157",17221,"44",1,"Sunday"
"487.67","2010-04-11","504158",13001,"26",1,"Sunday"
"50.13","2010-04-11","504159",17221,"16",1,"Sunday"
"347.28","2010-04-11","504160",15555,"67",1,"Sunday"
"764.64","2010-04-11","504161",15067,"38",1,"Sunday"
"478.66","2010-04-11","504162",12935,"30",1,"Sunday"
"635.50","2010-04-11","504163",14430,"22",1,"Sunday"
"114.89","2010-04-11","504164",14404,"7",1,"Sunday"
"1844.19","2010-04-12","504165",16754,"4",0,"Monday"
"2318.40","2010-04-12","504166",16029,"8",0,"Monday"
"9.87","2010-04-12","504176",13443,"1",0,"Monday"
"465.18","2010-04-12","504183",13418,"18",0,"Monday"
"151.40","2010-04-12","504184",15524,"8",0,"Monday"
"22.50","2010-04-12","504188",16454,"1",0,"Monday"
"107.79","2010-04-12","504189",17147,"4",0,"Monday"
"381.00","2010-04-12","504192",15590,"22",0,"Monday"
"306.00","2010-04-12","504193",12481,"1",0,"Monday"
"0.00","2010-04-12","504194",-1,"1",0,"Monday"
"359.90","2010-04-12","504195",16126,"19",0,"Monday"
"303.63","2010-04-12","504196",14791,"19",0,"Monday"
"313.75","2010-04-12","504200",14114,"20",0,"Monday"
"739.20","2010-04-12","504203",13408,"5",0,"Monday"
"926.82","2010-04-12","504204",14930,"51",0,"Monday"
"337.17","2010-04-12","504206",17469,"20",0,"Monday"
"26.20","2010-04-12","504209",-1,"6",0,"Monday"
"15.00","2010-04-12","504210",17469,"1",0,"Monday"
"455.80","2010-04-12","504212",17865,"29",0,"Monday"
"539.55","2010-04-12","504213",15546,"6",0,"Monday"
"539.55","2010-04-12","504214",15546,"6",0,"Monday"
"161.47","2010-04-12","504216",15504,"30",0,"Monday"
"1160.66","2010-04-12","504217",14844,"58",0,"Monday"
"886.18","2010-04-12","504232",15044,"38",0,"Monday"
"1704.72","2010-04-12","504234",18102,"15",0,"Monday"
"1770.44","2010-04-12","504244",13225,"20",0,"Monday"
"701.97","2010-04-12","504257",12982,"49",0,"Monday"
"503.85","2010-04-12","504266",16353,"19",0,"Monday"
"0.00","2010-04-12","504309",-1,"1",0,"Monday"
"0.00","2010-04-12","504311",-1,"1",0,"Monday"
"1184.18","2010-04-12","504313",-1,"49",0,"Monday"
"166.05","2010-04-12","504318",15466,"44",0,"Monday"
"302.30","2010-04-12","504320",14905,"12",0,"Monday"
"155.75","2010-04-12","504321",15311,"12",0,"Monday"
"122.20","2010-04-12","504323",15917,"22",0,"Monday"
"408.70","2010-04-12","504326",13564,"20",0,"Monday"
"222.17","2010-04-12","504327",16595,"81",0,"Monday"
"355.19","2010-04-12","504328",16987,"50",0,"Monday"
"92.40","2010-04-12","504329",17268,"2",0,"Monday"
"119.00","2010-04-12","504331",15523,"2",0,"Monday"
"2622.48","2010-04-12","504332",12671,"45",0,"Monday"
"305.18","2010-04-12","504333",13473,"2",0,"Monday"
"74.10","2010-04-12","504335",13473,"1",0,"Monday"
"2139.40","2010-04-12","504336",16705,"27",0,"Monday"
"468.06","2010-04-12","504337",16705,"12",0,"Monday"
"755.82","2010-04-12","504338",16705,"13",0,"Monday"
"38.70","2010-04-12","504339",16705,"1",0,"Monday"
"410.84","2010-04-12","504340",13564,"55",0,"Monday"
"226.70","2010-04-12","504341",17048,"20",0,"Monday"
"420.47","2010-04-13","504344",14853,"14",0,"Tuesday"
"334.80","2010-04-13","504351",13777,"1",0,"Tuesday"
"70.00","2010-04-13","504352",17268,"2",0,"Tuesday"
"4.25","2010-04-13","504355",13443,"1",0,"Tuesday"
"89.12","2010-04-13","504356",12835,"8",0,"Tuesday"
"0.00","2010-04-13","504364",-1,"1",0,"Tuesday"
"0.00","2010-04-13","504367",-1,"1",0,"Tuesday"
"315.85","2010-04-13","504372",12943,"20",0,"Tuesday"
"339.70","2010-04-13","504373",13468,"20",0,"Tuesday"
"547.60","2010-04-13","504375",15268,"19",0,"Tuesday"
"153.96","2010-04-13","504376",17460,"16",0,"Tuesday"
"662.88","2010-04-13","504386",14057,"66",0,"Tuesday"
"315.05","2010-04-13","504394",14040,"43",0,"Tuesday"
"106.15","2010-04-13","504396",-1,"12",0,"Tuesday"
"6.75","2010-04-13","504404",14040,"1",0,"Tuesday"
"228.05","2010-04-13","504406",17841,"33",0,"Tuesday"
"265.78","2010-04-13","504407",14527,"25",0,"Tuesday"
"335.53","2010-04-13","504408",15039,"13",0,"Tuesday"
"1788.70","2010-04-13","504409",13089,"59",0,"Tuesday"
"216.00","2010-04-13","504410",13089,"3",0,"Tuesday"
"41.76","2010-04-13","504411",13089,"3",0,"Tuesday"
"747.09","2010-04-13","504412",16940,"73",0,"Tuesday"
"260.52","2010-04-13","504413",13089,"16",0,"Tuesday"
"253.70","2010-04-13","504414",12805,"12",0,"Tuesday"
"159.00","2010-04-13","504416",13590,"7",0,"Tuesday"
"304.60","2010-04-13","504418",15965,"30",0,"Tuesday"
"394.24","2010-04-13","504421",15639,"24",0,"Tuesday"
"695.96","2010-04-13","504426",16779,"23",0,"Tuesday"
"823.39","2010-04-13","504427",14030,"107",0,"Tuesday"
"260.52","2010-04-13","504430",14172,"34",0,"Tuesday"
"239.06","2010-04-13","504432",18144,"4",0,"Tuesday"
"120.51","2010-04-13","504433",15013,"15",0,"Tuesday"
"173.40","2010-04-13","504434",15311,"4",0,"Tuesday"
"215.34","2010-04-13","504435",14606,"55",0,"Tuesday"
"9325.28","2010-04-13","504436",14156,"39",0,"Tuesday"
"720.34","2010-04-13","504437",12957,"31",0,"Tuesday"
"150.00","2010-04-13","504438",14156,"2",0,"Tuesday"
"134.35","2010-04-13","504439",17757,"25",0,"Tuesday"
"591.98","2010-04-13","504440",13052,"55",0,"Tuesday"
"174.40","2010-04-13","504441",13039,"9",0,"Tuesday"
"124.64","2010-04-13","504442",-1,"28",0,"Tuesday"
"182.42","2010-04-13","504444",14898,"25",0,"Tuesday"
"0.00","2010-04-13","504445",-1,"1",0,"Tuesday"
"0.00","2010-04-13","504446",-1,"1",0,"Tuesday"
"33.85","2010-04-13","504447",15889,"4",0,"Tuesday"
"1.49","2010-04-13","504448",-1,"1",0,"Tuesday"
"454.36","2010-04-13","504449",12459,"23",0,"Tuesday"
"136.53","2010-04-13","504450",14723,"23",0,"Tuesday"
"1033.50","2010-04-13","504451",16709,"28",0,"Tuesday"
"291.33","2010-04-13","504452",15260,"13",0,"Tuesday"
"0.00","2010-04-13","504453",-1,"1",0,"Tuesday"
"261.41","2010-04-13","504454",16809,"51",0,"Tuesday"
"0.00","2010-04-13","504455",-1,"1",0,"Tuesday"
"0.00","2010-04-13","504456",-1,"1",0,"Tuesday"
"0.00","2010-04-13","504457",-1,"1",0,"Tuesday"
"324.51","2010-04-13","504458",15982,"45",0,"Tuesday"
"113.49","2010-04-13","504459",14998,"14",0,"Tuesday"
"924.17","2010-04-13","504462",17505,"28",0,"Tuesday"
"134.77","2010-04-13","504466",16259,"33",0,"Tuesday"
"25.05","2010-04-13","504467",16259,"5",0,"Tuesday"
"263.20","2010-04-14","504469",15890,"3",0,"Wednesday"
"235.20","2010-04-14","504470",15513,"2",0,"Wednesday"
"221.90","2010-04-14","504471",15513,"7",0,"Wednesday"
"236.40","2010-04-14","504472",15497,"2",0,"Wednesday"
"611.70","2010-04-14","504473",17594,"26",0,"Wednesday"
"147.85","2010-04-14","504474",15615,"9",0,"Wednesday"
"342.58","2010-04-14","504475",13266,"22",0,"Wednesday"
"0.00","2010-04-14","504476",-1,"1",0,"Wednesday"
"347.42","2010-04-14","504477",12437,"20",0,"Wednesday"
"863.64","2010-04-14","504478",12682,"33",0,"Wednesday"
"77.55","2010-04-14","504479",13199,"4",0,"Wednesday"
"275.64","2010-04-14","504480",13199,"3",0,"Wednesday"
"250.53","2010-04-14","504481",14624,"15",0,"Wednesday"
"313.92","2010-04-14","504486",18087,"4",0,"Wednesday"
"128.21","2010-04-14","504487",15046,"20",0,"Wednesday"
"6631.27","2010-04-14","504498",17511,"70",0,"Wednesday"
"1545.38","2010-04-14","504508",15265,"94",0,"Wednesday"
"524.98","2010-04-14","504519",15563,"52",0,"Wednesday"
"0.00","2010-04-14","504530",-1,"1",0,"Wednesday"
"0.00","2010-04-14","504531",-1,"1",0,"Wednesday"
"713.13","2010-04-14","504532",12471,"30",0,"Wednesday"
"101.76","2010-04-14","504533",12471,"6",0,"Wednesday"
"152.64","2010-04-14","504535",15061,"1",0,"Wednesday"
"596.06","2010-04-14","504536",13097,"59",0,"Wednesday"
"2113.68","2010-04-14","504542",13694,"15",0,"Wednesday"
"13.65","2010-04-14","504546",17961,"1",0,"Wednesday"
"217.20","2010-04-14","504547",17682,"18",0,"Wednesday"
"364.68","2010-04-14","504548",14210,"20",0,"Wednesday"
"1954.99","2010-04-14","504550",17039,"44",0,"Wednesday"
"660.00","2010-04-14","504551",13629,"4",0,"Wednesday"
"595.55","2010-04-14","504552",16105,"31",0,"Wednesday"
"312.26","2010-04-14","504553",16292,"17",0,"Wednesday"
"127.62","2010-04-14","504554",16442,"39",0,"Wednesday"
"217.13","2010-04-14","504555",13561,"38",0,"Wednesday"
"627.18","2010-04-14","504556",13878,"47",0,"Wednesday"
"296.35","2010-04-14","504558",14344,"40",0,"Wednesday"
"369.24","2010-04-14","504559",15771,"4",0,"Wednesday"
"17.00","2010-04-14","504560",17961,"1",0,"Wednesday"
"7.50","2010-04-14","504564",-1,"5",0,"Wednesday"
"582.19","2010-04-14","504569",17146,"27",0,"Wednesday"
"359.11","2010-04-14","504571",15572,"42",0,"Wednesday"
"705.49","2010-04-14","504572",18057,"106",0,"Wednesday"
"2.60","2010-04-14","504573",-1,"2",0,"Wednesday"
"1167.88","2010-04-14","504574",14016,"53",0,"Wednesday"
"307.10","2010-04-14","504575",15222,"17",0,"Wednesday"
"560.80","2010-04-14","504576",15144,"12",0,"Wednesday"
"532.46","2010-04-14","504577",14867,"21",0,"Wednesday"
"521.46","2010-04-14","504578",16422,"6",0,"Wednesday"
"322.35","2010-04-15","504580",17519,"12",0,"Thursday"
"122.58","2010-04-15","504581",16631,"8",0,"Thursday"
"447.45","2010-04-15","504582",15812,"9",0,"Thursday"
"15.00","2010-04-15","504583",17888,"1",0,"Thursday"
"124.62","2010-04-15","504584",17888,"4",0,"Thursday"
"379.62","2010-04-15","504585",12540,"8",0,"Thursday"
"192.84","2010-04-15","504586",18190,"7",0,"Thursday"
"1563.06","2010-04-15","504587",14134,"30",0,"Thursday"
"508.55","2010-04-15","504588",13388,"34",0,"Thursday"
"399.60","2010-04-15","504589",15194,"20",0,"Thursday"
"0.00","2010-04-15","504590",-1,"1",0,"Thursday"
"357.09","2010-04-15","504591",13394,"23",0,"Thursday"
"315.54","2010-04-15","504592",13433,"10",0,"Thursday"
"540.57","2010-04-15","504593",13901,"33",0,"Thursday"
"276.54","2010-04-15","504594",15910,"63",0,"Thursday"
"427.19","2010-04-15","504618",13659,"22",0,"Thursday"
"43.92","2010-04-15","504619",13659,"2",0,"Thursday"
"149.00","2010-04-15","504620",14947,"10",0,"Thursday"
"435.30","2010-04-15","504621",14944,"21",0,"Thursday"
"183.45","2010-04-15","504622",14569,"15",0,"Thursday"
"144.45","2010-04-15","504623",14656,"41",0,"Thursday"
"471.02","2010-04-15","504624",18061,"6",0,"Thursday"
"58.50","2010-04-15","504625",18174,"1",0,"Thursday"
"523.08","2010-04-15","504626",15874,"26",0,"Thursday"
"84.69","2010-04-15","504627",18008,"3",0,"Thursday"
"5.75","2010-04-15","504628",18008,"2",0,"Thursday"
"19.80","2010-04-15","504630",12935,"1",0,"Thursday"
"315.50","2010-04-15","504631",13647,"18",0,"Thursday"
"167.15","2010-04-15","504633",15311,"9",0,"Thursday"
"236.64","2010-04-15","504634",18236,"13",0,"Thursday"
"746.33","2010-04-15","504635",15615,"50",0,"Thursday"
"301.65","2010-04-15","504636",17678,"12",0,"Thursday"
"560.23","2010-04-15","504638",18245,"39",0,"Thursday"
"5843.70","2010-04-15","504639",-1,"1",0,"Thursday"
"638.52","2010-04-15","504640",17032,"48",0,"Thursday"
"773.50","2010-04-15","504642",-1,"1",0,"Thursday"
"425.89","2010-04-15","504643",18151,"27",0,"Thursday"
"526.14","2010-04-15","504644",14068,"29",0,"Thursday"
"294.08","2010-04-15","504645",15814,"9",0,"Thursday"
"618.55","2010-04-15","504646",15032,"10",0,"Thursday"
"25.20","2010-04-15","504647",17961,"1",0,"Thursday"
"251.47","2010-04-15","504649",17709,"15",0,"Thursday"
"325.24","2010-04-15","504655",13661,"17",0,"Thursday"
"2451.26","2010-04-15","504667",-1,"1",0,"Thursday"
"495.85","2010-04-15","504668",13013,"14",0,"Thursday"
"203.80","2010-04-15","504669",16174,"10",0,"Thursday"
"227.28","2010-04-15","504671",-1,"1",0,"Thursday"
"294.68","2010-04-15","504673",13287,"20",0,"Thursday"
"436.76","2010-04-15","504675",15722,"17",0,"Thursday"
"17.70","2010-04-15","504676",-1,"4",0,"Thursday"
"84.90","2010-04-15","504677",15898,"13",0,"Thursday"
"306.66","2010-04-15","504678",-1,"1",0,"Thursday"
"32.10","2010-04-15","504680",16840,"2",0,"Thursday"
"148.69","2010-04-15","504681",-1,"1",0,"Thursday"
"218.23","2010-04-15","504682",14099,"27",0,"Thursday"
"109.50","2010-04-15","504683",16986,"4",0,"Thursday"
"94.80","2010-04-15","504685",-1,"1",0,"Thursday"
"94.80","2010-04-15","504686",15354,"1",0,"Thursday"
"94.80","2010-04-15","504687",15354,"1",0,"Thursday"
"94.80","2010-04-15","504688",15354,"1",0,"Thursday"
"27.00","2010-04-15","504689",-1,"1",0,"Thursday"
"389.36","2010-04-15","504691",16325,"16",0,"Thursday"
"735.64","2010-04-15","504692",13015,"44",0,"Thursday"
"219.86","2010-04-15","504694",13414,"11",0,"Thursday"
"356.93","2010-04-15","504695",17799,"57",0,"Thursday"
"15.90","2010-04-15","504696",17799,"1",0,"Thursday"
"284.59","2010-04-15","504697",12474,"19",0,"Thursday"
"495.26","2010-04-15","504698",13591,"22",0,"Thursday"
"254.40","2010-04-15","504699",13092,"15",0,"Thursday"
"57.63","2010-04-15","504700",17032,"1",0,"Thursday"
"324.40","2010-04-15","504701",16722,"22",0,"Thursday"
"130.70","2010-04-15","504702",-1,"29",0,"Thursday"
"239.64","2010-04-15","504703",13450,"9",0,"Thursday"
"247.91","2010-04-15","504704",15031,"45",0,"Thursday"
"266.30","2010-04-15","504705",13542,"18",0,"Thursday"
"279.60","2010-04-16","504707",13734,"1",0,"Friday"
"202.06","2010-04-16","504708",18262,"14",0,"Friday"
"114.48","2010-04-16","504709",12437,"5",0,"Friday"
"15.00","2010-04-16","504710",-1,"1",0,"Friday"
"378.60","2010-04-16","504711",12778,"27",0,"Friday"
"841.62","2010-04-16","504712",17876,"1",0,"Friday"
"88.08","2010-04-16","504713",-1,"4",0,"Friday"
"1125.44","2010-04-16","504714",12395,"52",0,"Friday"
"3720.24","2010-04-16","504715",17404,"21",0,"Friday"
"651.91","2010-04-16","504716",17920,"22",0,"Friday"
"400.48","2010-04-16","504717",16098,"18",0,"Friday"
"122.45","2010-04-16","504718",12969,"5",0,"Friday"
"1031.30","2010-04-16","504730",14680,"25",0,"Friday"
"191.67","2010-04-16","504741",15716,"32",0,"Friday"
"329.22","2010-04-16","504742",15979,"22",0,"Friday"
"1336.03","2010-04-16","504766",13013,"62",0,"Friday"
"341.78","2010-04-16","504775",15249,"20",0,"Friday"
"359.61","2010-04-16","504789",13813,"21",0,"Friday"
"254.00","2010-04-16","504807",17626,"18",0,"Friday"
"185.60","2010-04-16","504808",17841,"34",0,"Friday"
"11.55","2010-04-16","504809",-1,"6",0,"Friday"
"311.76","2010-04-16","504810",15628,"18",0,"Friday"
"136.85","2010-04-16","504825",14527,"13",0,"Friday"
"354.24","2010-04-16","504826",12875,"2",0,"Friday"
"43.45","2010-04-16","504827",16158,"3",0,"Friday"
"59.50","2010-04-16","504828",16158,"1",0,"Friday"
"332.00","2010-04-16","504829",16125,"17",0,"Friday"
"382.64","2010-04-16","504830",14988,"50",0,"Friday"
"570.40","2010-04-16","504831",17913,"74",0,"Friday"
"363.12","2010-04-16","504832",14110,"7",0,"Friday"
"294.72","2010-04-16","504833",14907,"18",0,"Friday"
"334.30","2010-04-16","504834",16094,"21",0,"Friday"
"430.69","2010-04-16","504835",17842,"18",0,"Friday"
"752.28","2010-04-16","504836",14258,"6",0,"Friday"
"396.24","2010-04-16","504837",13426,"18",0,"Friday"
"595.54","2010-04-16","504838",15078,"26",0,"Friday"
"0.00","2010-04-16","504839",-1,"1",0,"Friday"
"432.35","2010-04-16","504842",15259,"26",0,"Friday"
"17.55","2010-04-16","504844",12748,"6",0,"Friday"
"30.00","2010-04-16","504845",-1,"2",0,"Friday"
"902.16","2010-04-16","504846",15061,"4",0,"Friday"
"577.26","2010-04-16","504847",17931,"42",0,"Friday"
"263.28","2010-04-16","504848",14623,"72",0,"Friday"
"127.20","2010-04-18","504850",14134,"3",1,"Sunday"
"1354.40","2010-04-18","504851",15482,"8",1,"Sunday"
"202.17","2010-04-18","504852",17243,"18",1,"Sunday"
"488.18","2010-04-18","504853",15796,"35",1,"Sunday"
"486.30","2010-04-18","504854",16923,"42",1,"Sunday"
"520.83","2010-04-18","504855",15569,"23",1,"Sunday"
"90.01","2010-04-18","504856",16883,"16",1,"Sunday"
"938.63","2010-04-18","504857",17113,"76",1,"Sunday"
"347.90","2010-04-18","504858",18172,"18",1,"Sunday"
"354.33","2010-04-18","504859",18064,"4",1,"Sunday"
"313.65","2010-04-18","504860",12402,"17",1,"Sunday"
"382.68","2010-04-18","504861",14702,"29",1,"Sunday"
"350.40","2010-04-18","504862",17850,"21",1,"Sunday"
"114.17","2010-04-18","504863",13240,"14",1,"Sunday"
"232.41","2010-04-18","504864",13262,"26",1,"Sunday"
"174.61","2010-04-18","504865",17346,"14",1,"Sunday"
"211.77","2010-04-18","504866",17858,"20",1,"Sunday"
"494.41","2010-04-18","504867",13408,"8",1,"Sunday"
"739.25","2010-04-18","504868",13044,"84",1,"Sunday"
"43.80","2010-04-18","504869",13408,"1",1,"Sunday"
"582.84","2010-04-18","504870",14532,"29",1,"Sunday"
"642.75","2010-04-18","504871",12482,"6",1,"Sunday"
"772.35","2010-04-18","504872",12482,"7",1,"Sunday"
"441.35","2010-04-18","504873",14817,"23",1,"Sunday"
"1503.45","2010-04-18","504874",12482,"14",1,"Sunday"
"753.65","2010-04-18","504875",12482,"9",1,"Sunday"
"260.95","2010-04-18","504876",14878,"23",1,"Sunday"
"316.05","2010-04-18","504877",17085,"37",1,"Sunday"
"551.42","2010-04-18","504878",15768,"56",1,"Sunday"
"2142.40","2010-04-18","504879",12482,"14",1,"Sunday"
"160.15","2010-04-18","504880",15059,"15",1,"Sunday"
"326.16","2010-04-18","504881",17850,"21",1,"Sunday"
"596.70","2010-04-18","504882",14395,"65",1,"Sunday"
"239.10","2010-04-18","504883",18231,"11",1,"Sunday"
"957.32","2010-04-18","504884",17389,"20",1,"Sunday"
"115.20","2010-04-18","504885",17969,"13",1,"Sunday"
"315.17","2010-04-18","504886",13285,"23",1,"Sunday"
"326.16","2010-04-18","504887",17850,"21",1,"Sunday"
"148.73","2010-04-18","504888",17256,"12",1,"Sunday"
"4.90","2010-04-18","504889",17256,"2",1,"Sunday"
"599.44","2010-04-18","504890",14415,"91",1,"Sunday"
"130.07","2010-04-18","504891",12791,"9",1,"Sunday"
"737.03","2010-04-18","504893",15972,"61",1,"Sunday"
